pass_,arm,cell,treatment,round,event,value
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,2,dTLB-load-misses:u,21345
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,2,page-faults:u,5082
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,2,elapsed_s,0.969285942
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,3,L1-dcache-load-misses:u,4846873
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,3,LLC-load-misses:u,
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,3,dTLB-load-misses:u,21977
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,3,page-faults:u,5081
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,3,elapsed_s,0.969970488
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,4,L1-dcache-load-misses:u,4841312
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,4,LLC-load-misses:u,
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,4,dTLB-load-misses:u,21313
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,4,page-faults:u,5082
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,4,elapsed_s,0.969213092
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,5,L1-dcache-load-misses:u,4873259
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,5,LLC-load-misses:u,
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,5,dTLB-load-misses:u,21515
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,5,page-faults:u,5080
C,510a4bb,f7_n1000_bound_physics,RelaxBounds,5,elapsed_s,0.969061162
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,1,L1-dcache-load-misses:u,149805332
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,1,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,1,dTLB-load-misses:u,1342289
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,1,page-faults:u,101325
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,1,elapsed_s,1.97035935
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,2,L1-dcache-load-misses:u,149833285
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,2,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,2,dTLB-load-misses:u,1333693
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,2,page-faults:u,101327
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,2,elapsed_s,1.967624753
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,3,L1-dcache-load-misses:u,149988389
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,3,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,3,dTLB-load-misses:u,1326477
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,3,page-faults:u,101325
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,3,elapsed_s,1.972583009
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,4,L1-dcache-load-misses:u,149702437
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,4,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,4,dTLB-load-misses:u,1340548
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,4,page-faults:u,101326
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,4,elapsed_s,1.961244754
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,5,L1-dcache-load-misses:u,149770142
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,5,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,5,dTLB-load-misses:u,1353667
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,5,page-faults:u,101323
C,510a4bb,f7_n20000_bound_neutral,MakeConstraint,5,elapsed_s,1.970207241
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,1,L1-dcache-load-misses:u,149741789
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,1,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,1,dTLB-load-misses:u,1280084
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,1,page-faults:u,101321
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,1,elapsed_s,1.561928711
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,2,L1-dcache-load-misses:u,149909917
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,2,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,2,dTLB-load-misses:u,1354149
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,2,page-faults:u,101328
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,2,elapsed_s,1.569528234
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,3,L1-dcache-load-misses:u,149821617
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,3,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,3,dTLB-load-misses:u,1311927
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,3,page-faults:u,101325
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,3,elapsed_s,1.566227311
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,4,L1-dcache-load-misses:u,163589754
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,4,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,4,dTLB-load-misses:u,1330395
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,4,page-faults:u,101326
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,4,elapsed_s,1.572181142
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,5,L1-dcache-load-misses:u,149933471
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,5,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,5,dTLB-load-misses:u,1356236
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,5,page-faults:u,101326
C,510a4bb,f7_n20000_bound_neutral,MakeParameter,5,elapsed_s,1.565429675
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,1,L1-dcache-load-misses:u,149988884
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,1,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,1,dTLB-load-misses:u,1295805
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,1,page-faults:u,101327
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,1,elapsed_s,1.970821908
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,2,L1-dcache-load-misses:u,149794992
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,2,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,2,dTLB-load-misses:u,1318676
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,2,page-faults:u,101326
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,2,elapsed_s,1.96838284
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,3,L1-dcache-load-misses:u,149962600
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,3,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,3,dTLB-load-misses:u,1343115
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,3,page-faults:u,101325
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,3,elapsed_s,1.968611669
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,4,L1-dcache-load-misses:u,149774894
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,4,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,4,dTLB-load-misses:u,1358072
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,4,page-faults:u,101326
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,4,elapsed_s,1.968844167
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,5,L1-dcache-load-misses:u,149750165
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,5,LLC-load-misses:u,
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,5,dTLB-load-misses:u,1282375
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,5,page-faults:u,101325
C,510a4bb,f7_n20000_bound_neutral,RelaxBounds,5,elapsed_s,1.967865982
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,1,L1-dcache-load-misses:u,25423304
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,1,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,1,dTLB-load-misses:u,152971
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,1,page-faults:u,24608
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,1,elapsed_s,0.96744267
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,2,L1-dcache-load-misses:u,25421640
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,2,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,2,dTLB-load-misses:u,153272
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,2,page-faults:u,24609
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,2,elapsed_s,0.966754574
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,3,L1-dcache-load-misses:u,25423260
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,3,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,3,dTLB-load-misses:u,153606
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,3,page-faults:u,24610
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,3,elapsed_s,0.968639445
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,4,L1-dcache-load-misses:u,25410480
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,4,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,4,dTLB-load-misses:u,152900
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,4,page-faults:u,24609
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,4,elapsed_s,0.968083127
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,5,L1-dcache-load-misses:u,25456176
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,5,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,5,dTLB-load-misses:u,153233
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,5,page-faults:u,24605
C,510a4bb,f7_n5000_bound_physics,MakeConstraint,5,elapsed_s,0.968232727
C,510a4bb,f7_n5000_bound_physics,MakeParameter,1,L1-dcache-load-misses:u,25374024
C,510a4bb,f7_n5000_bound_physics,MakeParameter,1,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeParameter,1,dTLB-load-misses:u,153538
C,510a4bb,f7_n5000_bound_physics,MakeParameter,1,page-faults:u,24606
C,510a4bb,f7_n5000_bound_physics,MakeParameter,1,elapsed_s,1.119854545
C,510a4bb,f7_n5000_bound_physics,MakeParameter,2,L1-dcache-load-misses:u,25410636
C,510a4bb,f7_n5000_bound_physics,MakeParameter,2,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeParameter,2,dTLB-load-misses:u,152624
C,510a4bb,f7_n5000_bound_physics,MakeParameter,2,page-faults:u,24608
C,510a4bb,f7_n5000_bound_physics,MakeParameter,2,elapsed_s,1.105644834
C,510a4bb,f7_n5000_bound_physics,MakeParameter,3,L1-dcache-load-misses:u,25394398
C,510a4bb,f7_n5000_bound_physics,MakeParameter,3,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeParameter,3,dTLB-load-misses:u,153287
C,510a4bb,f7_n5000_bound_physics,MakeParameter,3,page-faults:u,24610
C,510a4bb,f7_n5000_bound_physics,MakeParameter,3,elapsed_s,1.119248668
C,510a4bb,f7_n5000_bound_physics,MakeParameter,4,L1-dcache-load-misses:u,25404904
C,510a4bb,f7_n5000_bound_physics,MakeParameter,4,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeParameter,4,dTLB-load-misses:u,156205
C,510a4bb,f7_n5000_bound_physics,MakeParameter,4,page-faults:u,24609
C,510a4bb,f7_n5000_bound_physics,MakeParameter,4,elapsed_s,1.119619726
C,510a4bb,f7_n5000_bound_physics,MakeParameter,5,L1-dcache-load-misses:u,25518559
C,510a4bb,f7_n5000_bound_physics,MakeParameter,5,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,MakeParameter,5,dTLB-load-misses:u,153911
C,510a4bb,f7_n5000_bound_physics,MakeParameter,5,page-faults:u,24608
C,510a4bb,f7_n5000_bound_physics,MakeParameter,5,elapsed_s,1.112092552
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,1,L1-dcache-load-misses:u,25464075
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,1,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,1,dTLB-load-misses:u,153966
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,1,page-faults:u,24608
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,1,elapsed_s,0.968460016
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,2,L1-dcache-load-misses:u,25443928
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,2,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,2,dTLB-load-misses:u,152683
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,2,page-faults:u,24610
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,2,elapsed_s,0.968125328
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,3,L1-dcache-load-misses:u,25445043
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,3,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,3,dTLB-load-misses:u,154134
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,3,page-faults:u,24606
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,3,elapsed_s,0.962152506
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,4,L1-dcache-load-misses:u,25401151
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,4,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,4,dTLB-load-misses:u,153870
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,4,page-faults:u,24605
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,4,elapsed_s,0.960135605
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,5,L1-dcache-load-misses:u,25458424
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,5,LLC-load-misses:u,
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,5,dTLB-load-misses:u,153802
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,5,page-faults:u,24609
C,510a4bb,f7_n5000_bound_physics,RelaxBounds,5,elapsed_s,0.964994112
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,1,L1-dcache-load-misses:u,74353291
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,1,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,1,dTLB-load-misses:u,529790
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,1,page-faults:u,50719
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,1,elapsed_s,0.964492265
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,2,L1-dcache-load-misses:u,74439913
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,2,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,2,dTLB-load-misses:u,538969
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,2,page-faults:u,50717
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,2,elapsed_s,0.965266851
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,3,L1-dcache-load-misses:u,74247030
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,3,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,3,dTLB-load-misses:u,536713
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,3,page-faults:u,50716
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,3,elapsed_s,0.965720799
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,4,L1-dcache-load-misses:u,74357228
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,4,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,4,dTLB-load-misses:u,528800
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,4,page-faults:u,50714
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,4,elapsed_s,0.96749544
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,5,L1-dcache-load-misses:u,74325970
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,5,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,5,dTLB-load-misses:u,531351
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,5,page-faults:u,50718
C,9cebbbe,f7_n10000_bound_neutral,MakeConstraint,5,elapsed_s,0.966865084
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,1,L1-dcache-load-misses:u,74698132
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,1,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,1,dTLB-load-misses:u,533047
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,1,page-faults:u,50716
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,1,elapsed_s,1.337213086
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,2,L1-dcache-load-misses:u,74464104
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,2,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,2,dTLB-load-misses:u,532915
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,2,page-faults:u,50717
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,2,elapsed_s,1.337787493
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,3,L1-dcache-load-misses:u,74526720
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,3,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,3,dTLB-load-misses:u,534972
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,3,page-faults:u,50716
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,3,elapsed_s,1.337103126
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,4,L1-dcache-load-misses:u,74616111
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,4,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,4,dTLB-load-misses:u,532050
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,4,page-faults:u,50713
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,4,elapsed_s,1.336920328
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,5,L1-dcache-load-misses:u,74352802
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,5,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,5,dTLB-load-misses:u,527738
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,5,page-faults:u,50716
C,9cebbbe,f7_n10000_bound_neutral,MakeParameter,5,elapsed_s,1.336061951
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,1,L1-dcache-load-misses:u,74457366
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,1,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,1,dTLB-load-misses:u,530444
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,1,page-faults:u,50717
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,1,elapsed_s,0.968679535
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,2,L1-dcache-load-misses:u,74307186
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,2,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,2,dTLB-load-misses:u,530946
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,2,page-faults:u,50718
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,2,elapsed_s,0.969310611
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,3,L1-dcache-load-misses:u,74274856
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,3,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,3,dTLB-load-misses:u,531800
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,3,page-faults:u,50712
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,3,elapsed_s,0.958464154
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,4,L1-dcache-load-misses:u,74226805
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,4,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,4,dTLB-load-misses:u,538767
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,4,page-faults:u,50716
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,4,elapsed_s,0.954585523
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,5,L1-dcache-load-misses:u,74373942
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,5,LLC-load-misses:u,
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,5,dTLB-load-misses:u,534861
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,5,page-faults:u,50714
C,9cebbbe,f7_n10000_bound_neutral,RelaxBounds,5,elapsed_s,0.968246466
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,1,L1-dcache-load-misses:u,4908182
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,1,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,1,dTLB-load-misses:u,21457
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,1,page-faults:u,5055
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,1,elapsed_s,0.96957095
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,2,L1-dcache-load-misses:u,4867303
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,2,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,2,dTLB-load-misses:u,21236
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,2,page-faults:u,5055
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,2,elapsed_s,0.969127862
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,3,L1-dcache-load-misses:u,4888198
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,3,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,3,dTLB-load-misses:u,21333
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,3,page-faults:u,5058
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,3,elapsed_s,0.969182183
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,4,L1-dcache-load-misses:u,4884183
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,4,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,4,dTLB-load-misses:u,21153
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,4,page-faults:u,5058
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,4,elapsed_s,0.969812219
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,5,L1-dcache-load-misses:u,4911521
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,5,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,5,dTLB-load-misses:u,21460
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,5,page-faults:u,5056
C,9cebbbe,f7_n1000_bound_physics,MakeConstraint,5,elapsed_s,0.968658715
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,1,L1-dcache-load-misses:u,4869416
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,1,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,1,dTLB-load-misses:u,21106
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,1,page-faults:u,5055
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,1,elapsed_s,0.849841649
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,2,L1-dcache-load-misses:u,4900281
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,2,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,2,dTLB-load-misses:u,21166
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,2,page-faults:u,5055
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,2,elapsed_s,0.772547081
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,3,L1-dcache-load-misses:u,4928155
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,3,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,3,dTLB-load-misses:u,22152
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,3,page-faults:u,5059
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,3,elapsed_s,0.847913508
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,4,L1-dcache-load-misses:u,4896903
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,4,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,4,dTLB-load-misses:u,21605
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,4,page-faults:u,5057
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,4,elapsed_s,0.849107922
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,5,L1-dcache-load-misses:u,5033279
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,5,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,5,dTLB-load-misses:u,21423
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,5,page-faults:u,5058
C,9cebbbe,f7_n1000_bound_physics,MakeParameter,5,elapsed_s,0.773131289
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,1,L1-dcache-load-misses:u,4889844
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,1,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,1,dTLB-load-misses:u,21794
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,1,page-faults:u,5058
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,1,elapsed_s,0.968820014
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,2,L1-dcache-load-misses:u,4886882
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,2,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,2,dTLB-load-misses:u,21520
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,2,page-faults:u,5059
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,2,elapsed_s,0.969905809
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,3,L1-dcache-load-misses:u,4896275
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,3,LLC-load-misses:u,
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,3,dTLB-load-misses:u,21280
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,3,page-faults:u,5053
C,9cebbbe,f7_n1000_bound_physics,RelaxBounds,3,elapsed_s,0.969513231
